1.61995,1
0.562525,2
0.298752,3
0.205627,4
0.167281,5
0.147417,6
0.134397,7
0.124467,8
0.116298,9
0.109327,10
0.103263,11
0.0979208,12
0.0931727,13
0.0889208,14
0.0850888,15
0.0816157,16
0.0784517,17
0.0755563,18
0.0728954,19
0.0704408,20
0.0681687,21
0.0660585,22
0.0640932,23
0.0622576,24
0.0605389,25
0.0589258,26
0.0574085,27
0.0559784,28
0.0546279,29
0.0533502,30
0.0521395,31
0.0509903,32
0.0498979,33
0.048858,34
0.0478667,35
0.0469206,36
0.0460165,37
0.0451516,38
0.0443233,39
0.0435291,40
0.042767,41
0.0420349,42
0.0413311,43
0.0406538,44
0.0400015,45
0.0393728,46
0.0387664,47
0.0381811,48
0.0376156,49
0.0370691,50
0.0365405,51
0.0360289,52
0.0355335,53
0.0350534,54
0.034588,55
0.0341365,56
0.0336983,57
0.0332729,58
0.0328595,59
0.0324578,60
0.0320671,61
0.031687,62
0.0313171,63
0.030957,64
0.0306062,65
0.0302644,66
0.0299312,67
0.0296063,68
0.0292893,69
0.02898,70
0.0286781,71
0.0283832,72
0.0280952,73
0.0278138,74
0.0275388,75
0.0272699,76
0.0270069,77
0.0267496,78
0.0264979,79
0.0262514,80
0.0260102,81
0.025774,82
0.0255426,83
0.0253158,84
0.0250936,85
0.0248758,86
0.0246623,87
0.0244529,88
0.0242475,89
0.0240459,90
0.0238482,91
0.0236541,92
0.0234636,93
0.0232765,94
0.0230927,95
0.0229123,96
0.022735,97
0.0225607,98
0.0223895,99
0.0222212,100
