2.02493,1
1.24154,2
0.948559,3
0.781495,4
0.670884,5
0.591312,6
0.53089,7
0.483213,8
0.444493,9
0.412335,10
0.38514,11
0.361799,12
0.341517,13
0.323706,14
0.307924,15
0.29383,16
0.281155,17
0.269686,18
0.259254,19
0.249717,20
0.24096,21
0.232888,22
0.22542,23
0.218488,24
0.212033,25
0.206007,26
0.200365,27
0.195071,28
0.190092,29
0.1854,30
0.180969,31
0.176777,32
0.172805,33
0.169035,34
0.165452,35
0.16204,36
0.158788,37
0.155685,38
0.152719,39
0.149882,40
0.147164,41
0.144559,42
0.142058,43
0.139656,44
0.137347,45
0.135125,46
0.132985,47
0.130922,48
0.128932,49
0.127011,50
0.125156,51
0.123362,52
0.121628,53
0.119949,54
0.118323,55
0.116747,56
0.11522,57
0.113738,58
0.1123,59
0.110904,60
0.109547,61
0.108228,62
0.106946,63
0.105699,64
0.104485,65
0.103302,66
0.102151,67
0.101029,68
0.0999354,69
0.0988689,70
0.0978285,71
0.0968132,72
0.0958221,73
0.0948544,74
0.0939091,75
0.0929854,76
0.0920826,77
0.0911999,78
0.0903367,79
0.0894922,80
0.0886659,81
0.0878572,82
0.0870654,83
0.08629,84
0.0855305,85
0.0847863,86
0.0840571,87
0.0833423,88
0.0826414,89
0.0819542,90
0.08128,91
0.0806187,92
0.0799697,93
0.0793327,94
0.0787075,95
0.0780935,96
0.0774906,97
0.0768984,98
0.0763167,99
0.075745,100
